"ligne","code_propose","proba","decision"
497,"03.1.2",0.523504296398258,"Code automatique"
498,"05.6.1.9",0.523504296398258,"Code automatique"
499,"09.7.3",0.570633891651488,"Code automatique"
500,"11.1.1.2",0.626928342433624,"Code automatique"
501,"01.1.6.9",0.626928342433624,"Code automatique"
502,"01.1.1.3",0.729373472094574,"Code automatique"
503,"01.1.9.1",0.729373472094574,"Code automatique"
504,"01.1.8.5",0.626928342433624,"Code automatique"
505,"01.1.6.5",0.729373472094574,"Code automatique"
506,"05.1.1.4",0.570633891651488,"Code automatique"
507,"01.1.6.3",0.729373472094574,"Code automatique"
508,"01.1.7.4",0.324432068885534,"Code automatique"
509,"01.1.2.3",0.459955268245578,"Code automatique"
510,"05.4.0.3",0.266899765803598,"Reprise manuelle / LLM"
511,"98.1.1",0.523504296398258,"Code automatique"
512,"01.1.9.1",0.626928342433624,"Code automatique"
513,"99.1",0.729373472094574,"Code automatique"
514,"01.1.4.5",0.729373472094574,"Code automatique"
515,"13.1.2",0.459955268245578,"Code automatique"
516,"01.1.7.4",0.729373472094574,"Code automatique"
517,"01.1.7",0.523504296398258,"Code automatique"
518,"05.4.0.1",0.621018644967864,"Code automatique"
519,"04.3.1.1",0.626928342433624,"Code automatique"
520,"01.1.6.3",0.626928342433624,"Code automatique"
