ligne,code_propose,proba,decision
417,12.1.1,0.5462225953452712,Code automatique
418,06.1.1.1,0.018806060518279526,Code automatique
419,01.1.4.5,0.9994944840880344,Code automatique
420,01.1.7.1,0.9993337383082409,Code automatique
421,01.1.6.1,0.9673709705874497,Code automatique
422,09.3.2.1,0.049440978228493575,Code automatique
423,06.2.3.1,0.19276781155637587,Code automatique
424,01.1.1.3,0.997433603791523,Code automatique
425,01.1.4.5,0.9006710972731207,Code automatique
426,01.2.2,0.1955187248287408,Code automatique
427,13.1.2,0.9380691653404676,Code automatique
428,07.2.2.2,0.9942774642149186,Code automatique
429,01.1.9.1,0.15423728074152265,Code automatique
430,11.2.0.1,0.5842196149143376,Code automatique
431,01.1.7.2,0.9498169815958225,Code automatique
432,13.1.2,0.6008043463608876,Code automatique
433,07.4.1.2,0.1423802736335859,Code automatique
434,01.1.8.9,0.9996088222455668,Code automatique
435,13.1.2,0.1925286943343238,Code automatique
436,05.4.0.1,0.2632475997259958,Code automatique
437,06.1.1.1,0.6800470003110792,Code automatique
438,04.5.1,0.9181212823561276,Code automatique
439,01.1.7.2,0.9997927940197603,Code automatique
440,01.1.1.3,0.4858031121166236,Code automatique
441,06.2.3.1,0.302278198200456,Code automatique
442,01.1.7.1,0.4700309143176716,Code automatique
443,01.1.7.2,0.876582357946661,Code automatique
444,01.1.2.5,0.1580983715934169,Code automatique
445,01.1.7.1,0.2775814934623384,Code automatique
446,01.1.1.3,0.9263001339792756,Code automatique
447,07.2.2.2,0.9403300531439036,Code automatique
448,01.1.1.3,0.9076780451250467,Code automatique
449,01.1.9.1,0.9928191965185734,Code automatique
450,01.1.7.9,0.1530554429649822,Code automatique
451,04.5.5,0.04119784632577274,Code automatique
452,02.3.0.1,0.9406339054078107,Code automatique
453,01.1.1.3,0.9983414073270683,Code automatique
454,01.1.7.4,0.9978052113171517,Code automatique
455,13.1.2,0.32148959483630934,Code automatique
456,01.1.4.6,0.4683141342240241,Code automatique
457,01.1.6.4,0.9923039178342223,Code automatique
458,01.1.2.3,0.9995526560809954,Code automatique
459,01.1.7.4,0.9861531263377522,Code automatique
460,01.1.1.3,0.27642552579894036,Code automatique
461,05.6.1.1,0.5682450974818342,Code automatique
462,01.1.6.8,0.21042329123334366,Code automatique
463,03.1.4.2,0.9661828473801269,Code automatique
464,12.1.1,0.6718151773874783,Code automatique
465,02.1.2.1,0.23754357119782119,Code automatique
466,07.2.2.2,0.5044439446033759,Code automatique
467,01.1.1.3,0.9682677438165965,Code automatique
468,01.1.1.3,0.3784873901934861,Code automatique
469,07.2.1.3,0.17054393831934084,Code automatique
470,05.6.1.1,0.04928994843189497,Code automatique
471,05.3.1.2,0.9140793506507608,Code automatique
472,05.1.1.4,0.7513820556773848,Code automatique
473,05.5.1,0.6994170135018837,Code automatique
474,09.5.2,0.05719219195936452,Code automatique
475,01.1.6.3,0.04667373841989578,Code automatique
476,01.1.5.3,0.14147002606168943,Code automatique
477,13.1.2,0.578139203035287,Code automatique
478,01.1.5.1,0.5911474455704004,Code automatique
479,02.1.2.1,0.9061240942256266,Code automatique
480,01.1.8.9,0.23112556028600917,Code automatique
481,01.1.6.5,0.9980130026065531,Code automatique
482,07.3.1.1,0.9579643014738514,Code automatique
483,01.1.7.9,0.40019229401820555,Code automatique
484,08.1.1,0.22934665854168723,Code automatique
485,01.1.4.5,0.01271764611036072,Code automatique
486,13.2.9.1,0.15508151363042336,Code automatique
487,01.1.1.3,0.9930573441485809,Code automatique
488,99.4,0.52834152285158,Code automatique
489,11.1.1.2,0.9860705219105794,Code automatique
490,01.1.1.2,0.9973718779838183,Code automatique
491,06.1.1.1,0.09338066738055485,Code automatique
492,01.1.1.3,0.41899093273101223,Code automatique
493,01.2.1,0.9988724495613511,Code automatique
494,01.1.7.4,0.7581145501296963,Code automatique
495,03.1.2.2,0.15125909656691247,Code automatique
496,05.6.1.1,0.5872126928376254,Code automatique
497,03.1.2.1,0.05938856055340442,Code automatique
498,05.3.2.1,0.06025010123462137,Code automatique
499,09.7.3,0.246976717079899,Code automatique
500,11.1.1.2,0.36999900288669985,Code automatique
501,01.1.6.9,0.7162360016321031,Code automatique
502,01.1.1.3,0.9048689631643831,Code automatique
503,01.1.9.1,0.9123124984300565,Code automatique
504,01.1.8.5,0.5624798562037718,Code automatique
505,01.1.6.5,0.9997927940197603,Code automatique
506,09.2.1.2,0.24691088297362934,Code automatique
507,01.1.6.3,0.9997495616965278,Code automatique
508,01.1.7.4,0.10788892274454365,Code automatique
509,01.1.2.3,0.2164621188797718,Code automatique
510,05.2.1.9,0.0522796301305019,Code automatique
511,11.1.1.2,0.0455141350023871,Code automatique
512,01.1.9.1,0.3780050283260764,Code automatique
513,99.1,0.827498903305921,Code automatique
514,01.1.4.5,0.9917715104268151,Code automatique
515,13.1.2,0.5937623087420714,Code automatique
516,01.1.7.4,0.9963350141476565,Code automatique
517,01.1.7.9,0.15419561720225614,Code automatique
518,05.4.0.1,0.5002008994105351,Code automatique
519,04.3.1.1,0.3602055956369798,Code automatique
520,01.1.6.3,0.43024777970931355,Code automatique
521,01.2.6,0.549890507740278,Code automatique
522,03.1.2,0.49057931267636445,Code automatique
523,02.1.1,0.2274498735166605,Code automatique
524,99.2,0.6617165594666782,Code automatique
525,01.1.4.7,0.9658816810322496,Code automatique
526,01.1.4.5,0.9995273394743056,Code automatique
527,98.2,0.11686623103998556,Code automatique
528,01.1.1.3,0.5349841047252213,Code automatique
529,01.1.9.1,0.44607643044997264,Code automatique
530,13.1.1.1,0.3820547317915419,Code automatique
531,01.1.3.4,0.9724284784355509,Code automatique
532,13.9.0.9,0.09675070363634333,Code automatique
533,01.1.4.5,0.9444609597963627,Code automatique
534,09.3.1.1,0.6976228448434129,Code automatique
535,98.4,0.017511823813141345,Code automatique
536,01.1.8.3,0.20395515565922534,Code automatique
537,01.1.1.3,0.37190552351182,Code automatique
538,11.1.2.9,0.05458488347148777,Code automatique
539,13.1.2,0.8452326381056245,Code automatique
540,01.1.1.3,0.568209243898225,Code automatique
541,07.2.4.4,0.16858372662090357,Code automatique
542,01.1.9.1,0.5223228731847092,Code automatique
543,01.2.6,0.9690477974712898,Code automatique
544,99.1,0.9262596418805018,Code automatique
545,07.2.2.1,0.9030312799180005,Code automatique
546,01.1.7.4,0.9985369259484995,Code automatique
547,05.4.0.3,0.946983104693748,Code automatique
548,01.1.1.5,0.997935142411042,Code automatique
549,11.1.1.2,0.8186052357327556,Code automatique
550,03.1.2.2,0.5855151943060352,Code automatique
551,01.1.2.2,0.5621249557767963,Code automatique
552,01.1.7.1,0.6058427242791282,Code automatique
553,01.1.1.3,0.9540938490223476,Code automatique
554,06.2.3.1,0.37962954162802104,Code automatique
555,07.2.2.2,0.9931121344466476,Code automatique
556,01.1.7.2,0.9975932069271713,Code automatique
557,09.4.7,0.994623368564339,Code automatique
558,05.5.2.2,0.9166393267876091,Code automatique
559,01.1.7.2,0.5711456165975852,Code automatique
560,08.3.9.2,0.9665675495854608,Code automatique
561,07.2.1.2,0.9976507250436812,Code automatique
562,03.1.2.1,0.947757806638966,Code automatique
563,06.1.1.1,0.731788426824122,Code automatique
564,01.1.8.9,0.9929757973425679,Code automatique
565,01.1.6.7,0.4895278663090909,Code automatique
566,11.1.1.2,0.051030922049831666,Code automatique
567,01.1.4.4,0.9722612327301194,Code automatique
568,01.1.1.5,0.999662585686427,Code automatique
